,Date,Open,High,Low,Close,Volume
0,2022-02-06 20:09:00,41611.87000000,41734.90000000,41600.00000000,41673.82000000,93.38505000
1,2022-02-06 20:10:00,41673.82000000,41673.83000000,41529.81000000,41551.93000000,69.64116000
2,2022-02-06 20:11:00,41551.93000000,41551.93000000,41506.10000000,41527.03000000,54.27485000
3,2022-02-06 20:12:00,41527.03000000,41527.07000000,41429.33000000,41451.89000000,156.63347000
4,2022-02-06 20:13:00,41451.88000000,41485.12000000,41375.00000000,41460.14000000,102.49592000
5,2022-02-06 20:14:00,41460.14000000,41503.01000000,41456.47000000,41482.43000000,66.39275000
6,2022-02-06 20:15:00,41482.44000000,41486.09000000,41370.79000000,41436.41000000,97.77709000
7,2022-02-06 20:16:00,41436.41000000,41535.65000000,41427.30000000,41519.63000000,48.55131000
8,2022-02-06 20:17:00,41519.63000000,41526.91000000,41489.00000000,41525.98000000,18.41707000
